"FID","id","nome","uf","codigo_ibg","codigo_mun","ano","populacao","agua","esgoto","taxa_esgoto","taxa_agua"
"282",281,2948,"Tabira","PE",2614600,261460,2015,27958,25816,0,0,0.923385077616425
"283",282,2949,"Tacaimbó","PE",2614709,261470,2015,12891,8999,0,0,0.698083934527965
"284",283,2954,"Terra Nova","PE",2615201,261520,2015,10185,9700,0,0,0.952380952380952
"285",284,2958,"Trindade","PE",2615607,261560,2015,29519,29519,0,0,1
"286",285,2624,"Coxixola","PB",2504850,250485,2015,1892,1040,0,0,0.549682875264271
"287",286,2674,"Marizópolis","PB",2509156,250915,2015,6522,5665,0,0,0.868598589389758
"288",287,3684,"Açu","RN",2400208,240020,2015,57292,42364,0,0,0.739440061439643
"289",288,3685,"Afonso Bezerra","RN",2400307,240030,2015,11202,5475,4706,0.420103552936976,0.488752008569898
"290",289,2780,"Várzea","PB",2517100,251710,2015,2747,2426,1800,0.655260283946123,0.883145249362941
"291",290,2785,"Afogados da Ingazeira","PE",2600104,260010,2015,36709,36709,0,0,1
"292",291,2960,"Tupanatinga","PE",2615805,261580,2015,26454,11835,10000,0.378014666969078,0.447380358357904
"293",292,2961,"Tuparetama","PE",2615904,261590,2015,8149,8149,0,0,1
"294",293,3700,"Bodó","RN",2401651,240165,2015,2358,1367,0,0,0.579728583545377
"295",294,2963,"Verdejante","PE",2616100,261610,2015,9450,9376,0,0,0.992169312169312
"296",295,3704,"Caiçara do Rio do Vento","RN",2401909,240190,2015,3608,2845,916,0.253880266075388,0.788525498891353
"297",296,3683,"Acari","RN",2400109,240010,2015,11344,9151,9151,0.806681946403385,0.806681946403385
"298",297,2964,"Vertente do Lério","PE",2616183,261618,2015,7746,2991,0,0,0.386134779240899
"299",298,2965,"Vertentes","PE",2616209,261620,2015,19976,14625,0,0,0.732128554265118
"300",299,3686,"Água Nova","RN",2400406,240040,2015,3210,2055,0,0,0.64018691588785
"301",300,3795,"Rafael Fernandes","RN",2410504,241050,2015,5040,2841,0,0,0.563690476190476
"302",301,716,"Jati","CE",2307205,230720,2015,7807,3296,0,0,0.422185218393749
"303",302,3743,"Jardim de Piranhas","RN",2405603,240560,2015,14606,11276,11459,0.784540599753526,0.772011502122415
"304",303,3758,"Luís Gomes","RN",2407005,240700,2015,10129,6625,0,0,0.654062592556027
"305",304,757,"Penaforte","CE",2310605,231060,2015,8817,5679,0,0,0.644096631507315
"306",305,3789,"Pilões","RN",2410009,251160,2015,6728,0,0,0,0
"307",306,718,"Juazeiro do Norte","CE",2307304,230730,2015,266022,222131,58507,0.219932937877318,0.835009886400373
"308",307,723,"Maracanaú","CE",2307650,230765,2015,221504,147551,65227,0.294473237503612,0.666132440046229
"309",308,650,"Brejo Santo","CE",2302503,230250,2014,47645,31201,21307,0.447203274215553,0.654864099066009
"310",309,642,"Barbalha","CE",2301901,230190,2015,58855,34498,3991,0.0678107212641237,0.586152408461473
"311",310,631,"Aquiraz","CE",2301000,230100,2015,77717,26004,13120,0.168817633207664,0.334598607769214
"312",311,632,"Aracati","CE",2301109,230110,2015,72727,36102,9694,0.133292999848749,0.496404361516356
"313",312,639,"Aurora","CE",2301703,230170,2015,24602,10359,1548,0.0629217136818145,0.4210633281847
"314",313,640,"Baixio","CE",2301802,230180,2015,6198,3307,0,0,0.533559212649242
"315",314,644,"Barro","CE",2302008,230200,2015,22279,11332,1273,0.0571390098298846,0.508640423717402
"316",315,647,"Beberibe","CE",2302206,230220,2015,52310,8570,3280,0.0627031160389983,0.163831007455553
"317",316,664,"Cedro","CE",2303808,230380,2015,25013,12298,881,0.0352216847239435,0.491664334546036
"318",317,678,"Fortaleza","CE",2304400,230440,2015,2591188,2184943,1270591,0.490350758030679,0.843220561379568
"319",318,657,"Caririaçu","CE",2303204,230320,2015,26858,15373,0,0,0.572380668702063
"320",319,679,"Fortim","CE",2304459,230445,2015,15951,6122,0,0,0.383800388690364
"321",320,660,"Cascavel","CE",2303501,230350,2015,70047,39608,1171,0.016717346924208,0.565448912872785
"322",321,663,"Caucaia","CE",2303709,230370,2015,353932,240953,104674,0.295746075517331,0.680788965111942
"323",322,675,"Eusébio","CE",2304285,230428,2015,51127,35342,4423,0.0865100631760127,0.691259021651965
"324",323,670,"Crato","CE",2304202,230420,2015,128680,127432,35527,0.276087970158533,0.990301523158222
"325",324,667,"Chorozinho","CE",2303956,230395,2015,19192,6346,11590,0.603897457273864,0.330658607753231
"326",325,684,"Granjeiro","CE",2304806,230480,2015,4494,1193,502,0.111704494882065,0.265465064530485
"327",326,686,"Guaiúba","CE",2304954,230495,2015,25841,12787,2131,0.0824658488448589,0.494833791261948
"328",327,694,"Icapuí","CE",2305357,230535,2015,19418,19418,0,0,1
"329",328,730,"Milagres","CE",2308302,230830,2015,28354,9145,0,0,0.32252944910771
"330",329,699,"Ipaumirim","CE",2305704,230570,2015,12305,6207,0,0,0.504429093864283
"331",330,695,"Icó","CE",2305407,230540,2015,67198,49536,17850,0.265632905741242,0.737164796571326
"332",331,715,"Jardim","CE",2307106,230710,2012,26730,8994,8994,0.336475869809203,0.336475869809203
"333",332,711,"Jaguaretama","CE",2306702,230670,2015,17997,7442,285,0.0158359726621104,0.413513363338334
"334",333,704,"Itaiçaba","CE",2306207,230620,2015,7656,2434,0,0,0.317920585161964
"335",334,705,"Itaitinga","CE",2306256,230625,2015,38540,35546,708,0.0183705241307732,0.922314478463934
"336",335,712,"Jaguaribara","CE",2306801,230680,2015,11102,7700,5627,0.506845613402991,0.693568726355612
"337",336,713,"Jaguaribe","CE",2306900,230690,2015,34561,32672,8253,0.23879517375076,0.945343016695119
"338",337,733,"Missão Velha","CE",2308401,230840,2015,35240,11897,369,0.0104710556186152,0.337599318955732
"339",338,720,"Lavras da Mangabeira","CE",2307502,230750,2015,31383,14855,0,0,0.4733454417997
"340",339,721,"Limoeiro do Norte","CE",2307601,230760,2015,58175,57593,9925,0.170605930382467,0.989995702621401
"341",340,724,"Maranguape","CE",2307700,230770,2015,123570,71863,7088,0.0573602006959618,0.581557012219795
"342",341,728,"Mauriti","CE",2308104,230810,2015,46113,15001,2671,0.0579229284583523,0.325309565632251
"343",342,736,"Morada Nova","CE",2308708,230870,2015,61903,58000,1600,0.0258468894883931,0.936949743954251
"344",343,744,"Ocara","CE",2309458,230945,2015,25123,4874,777,0.0309278350515464,0.194005492974565
"345",344,746,"Pacajus","CE",2309607,230960,2015,68800,40004,1851,0.0269040697674419,0.581453488372093
"346",345,747,"Pacatuba","CE",2309706,230970,2015,80378,58004,30799,0.383176988728259,0.721640249819602
"347",346,750,"Palhano","CE",2310001,231000,2015,9209,3326,0,0,0.361168422195678
"348",347,764,"Porteiras","CE",2311108,231110,2015,15010,5178,867,0.057761492338441,0.344970019986676
"349",348,774,"Russas","CE",2311801,231180,2015,75018,39333,10687,0.14245914313898,0.524314164600496
"350",349,771,"Quixeré","CE",2311504,231150,2015,21572,5090,0,0,0.235954014463193
"351",350,782,"São João do Jaguaribe","CE",2312502,231250,2008,8521,7172,1827,0.214411454054688,0.841685248210304
"352",351,781,"São Gonçalo do Amarante","CE",2312403,231240,2015,47297,15927,5987,0.126583081379369,0.336744402393386
"353",352,788,"Tabuleiro do Norte","CE",2313104,231310,2015,30263,15973,2041,0.0674420910022139,0.527806232032515
"354",353,797,"Umari","CE",2313708,231370,2015,7665,2451,4550,0.593607305936073,0.319765166340509
"355",354,802,"Várzea Alegre","CE",2314003,231400,2015,40062,21501,17900,0.446807448454895,0.536693125655234
"356",355,760,"Pindoretama","CE",2310852,231085,2015,20207,12100,0,0,0.598802395209581
"357",356,3778,"Parelhas","RN",2408904,240890,2015,21483,18032,17786,0.827910440813667,0.839361355490388
"358",357,3779,"Parnamirim","RN",2403251,261040,2015,21193,12236,0,0,0.577360449204926
"359",358,3781,"Passagem","RN",2409209,251070,2015,2383,2115,0,0,0.887536718422157
"360",359,3782,"Patu","RN",2409308,240930,2015,12706,417,0,0,0.0328191405635133
"361",360,3783,"Pau dos Ferros","RN",2409407,240940,2015,29954,27622,3782,0.126260265740803,0.92214729251519
"362",361,3785,"Pedra Preta","RN",2409605,240960,2015,2568,982,0,0,0.382398753894081
"363",362,3786,"Pedro Avelino","RN",2409704,240970,2015,7059,4056,3256,0.461255135288284,0.574585635359116
"364",363,3788,"Pendências","RN",2409902,240990,2015,14751,10168,4223,0.286285675547421,0.689309199376314
"365",364,2946,"Solidão","PE",2614402,261440,2015,5949,2095,0,0,0.352160026895277
"366",365,3791,"Portalegre","RN",2410207,241020,2015,7811,4101,0,0,0.525028805530662
"367",366,2790,"Alagoinha","PE",2600609,250050,2015,14284,11100,0,0,0.777093251190143
"368",367,3796,"Rafael Godeiro","RN",2410603,241060,2015,3213,2028,0,0,0.631185807656396
"369",368,2584,"Barra de São Miguel","PB",2501708,250170,2015,5905,0,0,0,0
"370",369,3797,"Riacho da Cruz","RN",2410702,241070,2015,3485,1987,0,0,0.570157819225251
"371",370,3798,"Riacho de Santana","RN",2410801,241080,2015,4278,1451,0,0,0.339177185600748
"372",371,3801,"Rodolfo Fernandes","RN",2411007,241100,2015,4547,3843,0,0,0.845172641301957
"373",372,3803,"Santa Cruz","RN",2411205,251320,2015,6579,4176,0,0,0.634746922024624
"374",373,2772,"Sumé","PB",2516300,251630,2015,16784,14948,4375,0.260664918970448,0.890610104861773
"375",374,2582,"Barra de Santana","PB",2501575,250157,2015,8249,891,0,0,0.10801309249606
"376",375,2585,"Bayeux","PB",2501807,250180,2015,96140,77843,8793,0.0914603702933222,0.809683794466403
"377",376,2587,"Belém do Brejo do Cruz","PB",2502003,250200,2015,7320,5130,7320,1,0.700819672131147
"378",377,2773,"Taperoá","PB",2516508,251650,2015,15376,0,0,0,0
"379",378,2588,"Bernardino Batista","PB",2502052,250205,2015,3356,0,0,0,0
"380",379,3816,"São José do Seridó","RN",2412401,241240,2015,4567,2972,2827,0.619005911977228,0.650755419312459
"381",380,3817,"São Miguel","RN",2412500,241250,2015,23274,15231,0,0,0.654421242588296
"382",381,2776,"Tenório","PB",2516755,251675,2015,3011,1200,1,0.000332115576220525,0.39853869146463
"383",382,2777,"Triunfo","PB",2516805,251680,2015,9447,0,0,0,0
"384",383,2610,"Campina Grande","PB",2504009,250400,2015,405072,405072,357612,0.882835644033653,1
"385",384,3806,"Santana do Seridó","RN",2411429,241142,2015,2675,1626,1751,0.654579439252336,0.60785046728972
"386",385,3821,"São Rafael","RN",2412807,241280,2015,8347,5733,4977,0.596262130106625,0.686833592907631
"387",386,2956,"Toritama","PE",2615409,261540,2015,42123,34414,0,0,0.816988343660233
"388",387,2602,"Cacimba de Areia","PB",2503407,250340,2015,3713,1869,0,0,0.503366549959601
"389",388,2613,"Caraúbas","PB",2504074,250407,2015,4115,1918,2318,0.563304981773998,0.466099635479951
"390",389,2614,"Carrapateira","PB",2504108,250410,2015,2601,0,0,0,0
"391",390,2617,"Catolé do Rocha","PB",2504306,250430,2015,30179,22542,5803,0.192286026707313,0.746943238675901
"392",391,2778,"Uiraúna","PB",2516904,251690,2015,15228,12794,0,0,0.840162857893354
