Código do Município ;Município ;Estado ;Região ;Ano de Referência ;Código do Prestador ;Prestador ;Sigla do Prestador ;Abrangência ;Tipo de serviço ;Natureza jurídica ;AG001 - População total atendida com abastecimento de água (Habitantes);ES001 - População total atendida com esgotamento sanitário (Habitantes)
251050;Olivedos;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.369;
251060;Ouro Velho;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.063;
251065;Parari;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;924;
251070;Passagem;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.115;
251080;Patos;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;106.314;7.017
251090;Paulista;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.678;
251110;Pedra Lavrada;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.709;
251120;Pedras de Fogo;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;9.873;1.596
251272;Pedro Régis;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.339;
251130;Piancó;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;12.190;
251140;Picuí;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;13.705;
251150;Pilar;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;7.847;
251160;Pilões;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
251170;Pilõezinhos;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.174;
251180;Pirpirituba;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;8.944;
251190;Pitimbu;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.096;
251200;Pocinhos;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
251203;Poço Dantas;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;796;
251207;Poço de José de Moura;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;1.653;
251210;Pombal;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;32.051;
251220;Prata;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.748;
251230;Princesa Isabel;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;17.405;
251240;Puxinanã;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.947;
251250;Queimadas;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;30.488;638
251260;Quixabá;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;978;
251270;Remígio;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
251274;Riachão;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
251275;Riachão do Bacamarte;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.228;
251278;Riacho de Santo Antônio;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
251280;Riacho dos Cavalos;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
251290;Rio Tinto;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;13.383;
251300;Salgadinho;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;745;
251310;Salgado de São Félix;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.283;
251320;Santa Cruz;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.176;
251330;Santa Helena;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.252;
251340;Santa Luzia;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;14.197;
251350;Santana de Mangueira;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.902;
251360;Santana dos Garrotes;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.129;
251370;Santa Rita;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;118.055;5.101
251380;Santa Teresinha;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.188;
251392;São Bentinho;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.356;
251390;São Bento;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;28.382;
251394;São Domingos do Cariri;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;1.751;
251398;São Francisco;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;1.578;
251400;São João do Cariri;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.624;
250070;São João do Rio do Peixe;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
251420;São José da Lagoa Tapada;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.360;
251430;São José de Caiana;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.161;
251440;São José de Espinharas;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.074;
251450;São José de Piranhas;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;16.001;
251460;São José do Bonfim;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.057;
251465;São José do Brejo do Cruz;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;1.318;
251470;São José do Sabugi;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.375;
251480;São José dos Cordeiros;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.487;
251445;São José dos Ramos;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.622;
251490;São Mamede;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;7.232;
251510;São Sebastião de Lagoa de Roça;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;5.425;
251530;Sapé;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;34.410;10.941
251540;Seridó;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.412;
251550;Serra Branca;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;10.630;
251560;Serra da Raiz;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.335;
251570;Serra Grande;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.539;
251580;Serra Redonda;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
251590;Serraria;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.958;
251593;Sertãozinho;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.379;
251597;Sobrado;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.085;
251600;Solânea;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;18.844;
251610;Soledade;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;12.425;
251630;Sumé;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;14.948;4.375
251640;Tacima;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;6.037;
251650;Taperoá;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
251660;Tavares;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;10.383;
251670;Teixeira;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;9.520;
251680;Triunfo;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
251690;Uiraúna;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;12.794;
251700;Umbuzeiro;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;1.360;
251710;Várzea;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.426;
251720;Vieirópolis;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;1.186;
250550;Vista Serrana;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.900;
250870;Mãe D Água;PB;Nordeste    ;2015;25087011;Prefeitura Municipal de Mãe D'Água;PMMA;Local;Água e Esgoto;Administração pública direta;3.030;2.215
250900;Manaíra;PB;Nordeste    ;2015;25090011;Prefeitura Municipal de Manaíra;PMM;Local;Esgoto       ;Administração pública direta;;6.150
250939;Maturéia;PB;Nordeste    ;2015;25093911;Prefeitura Municipal de Maturéia;PMM;Local;Esgoto       ;Administração pública direta;;3.000
250980;Mulungu;PB;Nordeste    ;2015;25098011;Prefeitura Municipal de Mulungu;PMM;Local;Esgoto       ;Administração pública direta;;2.800
251030;Nova Palmeira;PB;Nordeste    ;2015;25103011;Prefeitura Municipal de Nova Palmeira;PMNP;Local;Esgoto       ;Administração pública direta;;2.556
251060;Ouro Velho;PB;Nordeste    ;2015;25106011;Prefeitura Municipal de Ouro Velho;PMOV;Local;Esgoto       ;Administração pública direta;;1.700
251100;Pedra Branca;PB;Nordeste    ;2015;25110011;Prefeitura Municipal de Pedra Branca;PMPB;Local;Água e Esgoto;Administração pública direta;2.550;1.200
251110;Pedra Lavrada;PB;Nordeste    ;2015;25111011;Prefeitura Municipal de Pedra Lavrada;PMPL;Local;Esgoto       ;Administração pública direta;;2.928
251207;Poço de José de Moura;PB;Nordeste    ;2015;25120711;Prefeitura Municipal de Poço de José de Moura;PMPJM;Local;Água         ;Administração pública direta;2.300;
251210;Pombal;PB;Nordeste    ;2015;25121011;Prefeitura Municipal de Pombal;PMP;Local;Esgoto       ;Administração pública direta;;17.412
251260;Quixabá;PB;Nordeste    ;2015;25126011;Prefeitura Municipal de Quixabá;PMQ;Local;Esgoto       ;Administração pública direta;;80
251272;Pedro Régis;PB;Nordeste    ;2015;25127211;Prefeitura Municipal de Pedro Régis;PMPR;Local;Água         ;Administração pública direta;2.200;
251280;Riacho dos Cavalos;PB;Nordeste    ;2015;25128011;Prefeitura Municipal de Riacho dos Cavalos;PMRC;Local;Esgoto       ;Administração pública direta;;8.538
251300;Salgadinho;PB;Nordeste    ;2015;25130011;Prefeitura Municipal de Salgadinho;PMS;Local;Água e Esgoto;Administração pública direta;560;692
251330;Santa Helena;PB;Nordeste    ;2015;25133011;Prefeitura Municipal de Santa Helena;PMSH;Local;Esgoto       ;Administração pública direta;;1.700
251335;Santa Inês;PB;Nordeste    ;2015;25133511;Prefeitura Municipal de Santa Inês;PMSI;Local;Água e Esgoto;Administração pública direta;1.450;1.400
251340;Santa Luzia;PB;Nordeste    ;2015;25134011;Prefeitura Municipal de Santa Luzia;PMSL;Local;Esgoto       ;Administração pública direta;;13.991
251390;São Bento;PB;Nordeste    ;2015;25139011;Prefeitura Municipal de São Bento;PMSB;Local;Esgoto       ;Administração pública direta;;26.000
251394;São Domingos do Cariri;PB;Nordeste    ;2015;25139411;Prefeitura Municipal de São Domingos do Cariri;PMSDC;Local;Esgoto       ;Administração pública direta;;800
251465;São José do Brejo do Cruz;PB;Nordeste    ;2015;25146511;Prefeitura Municipal de São José do Brejo do Cruz;PMSJBC;Local;Esgoto       ;Administração pública direta;;400
251470;São José do Sabugi;PB;Nordeste    ;2015;25147011;Prefeitura Municipal de São José do Sabugi;PMSJS;Local;Esgoto       ;Administração pública direta;;2.212
251490;São Mamede;PB;Nordeste    ;2015;25149011;Prefeitura Municipal de São Mamede;PMSM;Local;Esgoto       ;Administração pública direta;;5.935
251520;São Sebastião do Umbuzeiro;PB;Nordeste    ;2015;25152011;Prefeitura Municipal de São Sebastião do Umbuzeiro;PMSSU;Local;Água e Esgoto;Autarquia;2.500;2.300
251620;Sousa;PB;Nordeste    ;2015;25162011;Departamento de Água, Esgoto e Saneamento Ambiental de Sousa;DAESA;Local;Água e Esgoto;Autarquia;61.453;28.819
251660;Tavares;PB;Nordeste    ;2015;25166011;Prefeitura Municipal de Tavares;PMT;Local;Esgoto       ;Administração pública direta;;6.811
251675;Tenório;PB;Nordeste    ;2015;25167511;Prefeitura Municipal de Tenório;PMT;Local;Água e Esgoto;Administração pública direta;1.200;1
251700;Umbuzeiro;PB;Nordeste    ;2015;25170011;Prefeitura Municipal de Umbuzeiro;PMU;Local;Esgoto       ;Administração pública direta;;1.000
251710;Várzea;PB;Nordeste    ;2015;25171011;Prefeitura Municipal de Várzea;PMV;Local;Esgoto       ;Administração pública direta;;1.800
251740;Zabelê;PB;Nordeste    ;2015;25174011;Prefeitura Municipal de Zabelê;PMZ;Local;Água         ;Administração pública direta;1.566;
TOTAL da AMOSTRA PB:;---;PB TOTAL da AMOSTRA;Nordeste    ;---;---;---;---;---;---;---;2.915.627;1.327.870
260040;Água Preta;PE;Nordeste    ;2015;26004011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água         ;Autarquia;19.571;
260090;Amaraji;PE;Nordeste    ;2015;26009011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água         ;Autarquia;20.000;
260110;Araripina;PE;Nordeste    ;2015;26011011;Prefeitura Municipal de Araripina;PMA;Local;Esgoto       ;Administração pública direta;;35.531
260170;Belo Jardim;PE;Nordeste    ;2015;26017011;Prefeitura Municipal de Belo Jardim;PMBJ;Local;Esgoto       ;Administração pública direta;;53.155
260180;Betânia;PE;Nordeste    ;2015;26018011;Prefeitura Municipal de Betania;PMB;Local;Esgoto       ;Administração pública direta;;3.878
260200;Bodocó;PE;Nordeste    ;2015;26020011;Prefeitura Municipal de Bodocó;PMB;Local;Esgoto       ;Administração pública direta;;20.037
260260;Brejo da Madre de Deus;PE;Nordeste    ;2015;26026011;Prefeitura Municipal de Brejo da Madre de Deus;PMBMD;Local;Esgoto       ;Administração pública direta;;20.000
260300;Cabrobó;PE;Nordeste    ;2015;26030011;Prefeitura Municipal de Cabrobó;PMC;Local;Esgoto       ;Administração pública direta;;21.320
260392;Carnaubeira da Penha;PE;Nordeste    ;2015;26039211;Prefeitura Municipal de Carnaubeira da Penha;PMCP;Local;Água e Esgoto;Administração pública direta;3.200;3.200
260420;Catende;PE;Nordeste    ;2015;26042011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água         ;Autarquia;35.200;
260430;Cedro;PE;Nordeste    ;2015;26043011;Prefeitura Municipal de Cedro;PMC;Local;Esgoto       ;Administração pública direta;;6.721
260480;Cortês;PE;Nordeste    ;2015;26048011;Prefeitura Municipal de Cortês;PMC;Local;Água         ;Administração pública direta;8.497;
260590;Gameleira;PE;Nordeste    ;2015;26059011;Serviço Autônomo de Água e Esgoto da Gameleira;SAAEG;Local;Água         ;Autarquia;18.836;
260630;Granito;PE;Nordeste    ;2015;26063011;Prefeitura Municipal de Granito;PMG;Local;Esgoto       ;Administração pública direta;;3.368
260690;Iguaraci;PE;Nordeste    ;2015;26069011;Prefeitura Municipal de Iguaraci;PMI;Local;Esgoto       ;Administração pública direta;;12.117
260700;Inajá;PE;Nordeste    ;2015;26070011;Prefeitura Municipal de Inajá;PMI;Local;Água e Esgoto;Administração pública direta;13.264;5.021
260775;Itapissuma;PE;Nordeste    ;2015;26077511;Prefeitura Municipal de Itapissuma;PMI;Local;Esgoto       ;Administração pública direta;;3.000
260795;Jaqueira;PE;Nordeste    ;2015;26079511;Prefeitura Municipal de Jaqueira;PMJ;Local;Água         ;Administração pública direta;10.500;
260875;Lagoa Grande;PE;Nordeste    ;2015;26087511;Prefeitura Municipal de Lagoa Grande;PMLG;Local;Esgoto       ;Administração pública direta;;10.637
261000;Palmares;PE;Nordeste    ;2015;26100011;Serviço Autônomo de Águas e Esgotos;SAAE;Local;Água         ;Autarquia;52.559;
261020;Panelas;PE;Nordeste    ;2015;26102011;Prefeitura Municipal de Panelas;PMP;Local;Esgoto       ;Administração pública direta;;14.410
260190;Bezerros;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;48.789;
260105;Araçoiaba;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;5.554;
260200;Bodocó;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;17.068;
260210;Bom Conselho;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;30.960;
260220;Bom Jardim;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;24.988;
260230;Bonito;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;32.321;
260240;Brejão;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;4.013;
260250;Brejinho;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;4.740;
260100;Angelim;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;7.541;
260260;Brejo da Madre de Deus;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;27.327;
260270;Buenos Aires;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;9.374;
260280;Buíque;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;17.066;
260290;Cabo de Santo Agostinho;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;167.430;23.981
260080;Altinho;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;18.190;
260300;Cabrobó;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;27.637;
260310;Cachoeirinha;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;17.392;
260320;Caetés;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;6.536;
260330;Calçado;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;3.922;
260340;Calumbi;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;2.649;
260345;Camaragibe;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;120.819;2.734
260350;Camocim de São Félix;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;13.072;
260360;Camutanga;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;6.631;
260370;Canhotinho;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;14.181;
260380;Capoeiras;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;7.092;
260390;Carnaíba;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;11.972;
260070;Aliança;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;24.440;
260400;Carpina;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;76.048;
260410;Caruaru;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;339.749;152.841
260415;Casinhas;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;1.670;
260060;Alagoinha;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;6.273;
260050;Águas Belas;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;20.270;
260430;Cedro;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;8.525;
260440;Chã de Alegria;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;8.908;
260450;Chã Grande;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;13.598;
260460;Condado;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;12.491;
260470;Correntes;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;12.129;
260030;Agrestina;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;23.436;
260490;Cumaru;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;7.009;
260500;Cupira;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;23.841;
