Código do Município ;Município ;Estado ;Região ;Ano de Referência ;Código do Prestador ;Prestador ;Sigla do Prestador ;Abrangência ;Tipo de serviço ;Natureza jurídica ;AG001 - População total atendida com abastecimento de água (Habitantes);ES001 - População total atendida com esgotamento sanitário (Habitantes)
231100;Poranga;CE;Nordeste    ;2015;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5.413;1.621
231110;Porteiras;CE;Nordeste    ;2015;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5.178;867
231120;Potengi;CE;Nordeste    ;2015;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água         ;Sociedade de economia mista com administração pública;5.088;
231123;Potiretama;CE;Nordeste    ;2015;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água         ;Sociedade de economia mista com administração pública;2.352;
231126;Quiterianópolis;CE;Nordeste    ;2015;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água         ;Sociedade de economia mista com administração pública;4.526;
231130;Quixadá;CE;Nordeste    ;2015;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;48.651;9.654
231150;Quixeré;CE;Nordeste    ;2015;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água         ;Sociedade de economia mista com administração pública;5.090;
231160;Redenção;CE;Nordeste    ;2015;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;12.029;554
230470;Granja;CE;Nordeste    ;2015;23047011;Prefeitura Municipal de Granja;PMG;Local;Água e Esgoto;Administração pública direta;21.893;1.000
230490;Groaíras;CE;Nordeste    ;2015;23049011;Prefeitura Municipal de Groaíras;PMG;Local;Esgoto       ;Administração pública direta;;10.847
230535;Icapuí;CE;Nordeste    ;2015;23053511;Serviço Autônomo de Água e Esgotos de Icapuí;SAAE;Local;Água         ;Autarquia;19.418;
230540;Icó;CE;Nordeste    ;2015;23054011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;49.536;17.850
230550;Iguatu;CE;Nordeste    ;2015;23055011;Serviço Autônomo de Água e Esgoto de Iguatu;SAAE;Local;Água e Esgoto;Autarquia;85.377;15.500
230600;Iracema;CE;Nordeste    ;2015;23060011;Prefeitura Municipal de Iracema;PMI;Local;Esgoto       ;Administração pública direta;;9.000
230630;Itapagé;CE;Nordeste    ;2015;23063011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;42.500;1.850
230690;Jaguaribe;CE;Nordeste    ;2015;23069011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;32.672;8.253
230740;Jucás;CE;Nordeste    ;2015;23074011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;18.566;8.348
230760;Limoeiro do Norte;CE;Nordeste    ;2015;23076011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;57.593;9.925
230790;Martinópole;CE;Nordeste    ;2015;23079011;Prefeitura Municipal de Martinópole;PMM;Local;Esgoto       ;Administração pública direta;;587
230870;Morada Nova;CE;Nordeste    ;2015;23087011;Serviço de Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;58.000;1.600
231050;Pedra Branca;CE;Nordeste    ;2015;23105011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água         ;Autarquia;18.513;
231085;Pindoretama;CE;Nordeste    ;2015;23108511;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água         ;Autarquia;12.100;
231135;Quixelô;CE;Nordeste    ;2015;23113511;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;6.390;4.510
231140;Quixeramobim;CE;Nordeste    ;2015;23114011;Serviço Autônomo de Águas e Esgoto de Quixeramobim;SAAE;Local;Água         ;Autarquia;53.915;
231260;São Luís do Curu;CE;Nordeste    ;2015;23126011;Prefeitura Municipal de São Luís do Curu;PMSLC;Local;Esgoto       ;Administração pública direta;;8.500
231290;Sobral;CE;Nordeste    ;2015;23129011;Serviço de Água e Esgoto de Sobral;SAAE;Local;Água e Esgoto;Autarquia;190.210;178.054
231300;Solonópole;CE;Nordeste    ;2015;23130011;Prefeitura Municipal de Solonópole;PMS;Local;Água         ;Administração pública direta;18.060;
231370;Umari;CE;Nordeste    ;2015;23137011;Prefeitura Municipal de Umari;PMU;Local;Esgoto       ;Administração pública direta;;4.550
231400;Várzea Alegre;CE;Nordeste    ;2015;23140011;Prefeitura Municipal de Várzea Alegre;PMVA;Local;Esgoto       ;Administração pública direta;;17.900
231410;Viçosa do Ceará;CE;Nordeste    ;2015;23141011;Prefeitura Municipal de Viçosa do Ceará;PMVC;Local;Esgoto       ;Administração pública direta;;2.710
TOTAL da AMOSTRA CE:;---;CE TOTAL da AMOSTRA;Nordeste    ;---;---;---;---;---;---;---;5.530.190;2.173.845
250050;Alagoinha;PB;Nordeste    ;2015;25005011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água         ;Autarquia;11.100;
250053;Alcantil;PB;Nordeste    ;2015;25005311;Prefeitura Municipal de Alcantil;PMA;Local;Água e Esgoto;Administração pública direta;5.425;5.425
250073;Amparo;PB;Nordeste    ;2015;25007311;Prefeitura Municipal de Amparo;PMA;Local;Esgoto       ;Administração pública direta;;998
250080;Araçagi;PB;Nordeste    ;2015;25008011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Esgoto       ;Autarquia;;6.000
250090;Arara;PB;Nordeste    ;2015;25009011;Prefeitura Municipal de Arara;PMA;Local;Esgoto       ;Administração pública direta;;13.355
250115;Areia de Baraúnas;PB;Nordeste    ;2015;25011511;Prefeitura Municipal de Areia de Baraunas;PMAB;Local;Esgoto       ;Administração pública direta;;1.412
250200;Belém do Brejo do Cruz;PB;Nordeste    ;2015;25020011;Prefeitura Municipal de Belém do Brejo do Cruz;PMBBC;Local;Esgoto       ;Administração pública direta;;7.320
250240;Bonito de Santa Fé;PB;Nordeste    ;2015;25024011;Prefeitura Municipal de Bonito de Santa Fé;PMBSF;Local;Esgoto       ;Administração pública direta;;8.500
250250;Boqueirão;PB;Nordeste    ;2015;25025011;Prefeitura Municipal de Boqueirão;PMB;Local;Esgoto       ;Administração pública direta;;12.462
250300;Caaporã;PB;Nordeste    ;2015;25030011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água         ;Autarquia;5.072;
250355;Cacimbas;PB;Nordeste    ;2015;25035511;Prefeitura Municipal de Cacimbas;PMC;Local;Esgoto       ;Administração pública direta;;3.400
250407;Caraúbas;PB;Nordeste    ;2015;25040711;Prefeitura Municipal de Caraúbas;PMC;Local;Esgoto       ;Administração pública direta;;2.318
250420;Catingueira;PB;Nordeste    ;2015;25042011;Prefeitura Municipal de Catingueira;PMC;Local;Esgoto       ;Administração pública direta;;1.720
250440;Conceição;PB;Nordeste    ;2015;25044011;Prefeitura Municipal de Conceição;PMC;Local;Esgoto       ;Administração pública direta;;7.500
250527;Curral de Cima;PB;Nordeste    ;2015;25052711;Prefeitura Municipal de Curral de Cima;PMCC;Local;Água         ;Administração pública direta;5.240;
250560;Diamante;PB;Nordeste    ;2015;25056011;Prefeitura Municipal de Diamante;PMD;Local;Esgoto       ;Administração pública direta;;3.830
250620;Frei Martinho;PB;Nordeste    ;2015;25062011;Prefeitura Municipal de Frei Martinho;PMFM;Local;Esgoto       ;Administração pública direta;;2.984
250710;Itapororoca;PB;Nordeste    ;2015;25071011;Prefeitura Municipal de Itapororoca;PMI;Local;Água         ;Administração pública direta;17.000;
250740;Jericó;PB;Nordeste    ;2015;25074011;Prefeitura Municipal de Jericó;PMJ;Local;Esgoto       ;Administração pública direta;;4.833
250890;Mamanguape;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;24.060;2.850
250010;Água Branca;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.476;
250020;Aguiar;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.358;
250030;Alagoa Grande;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;21.278;8.470
250040;Alagoa Nova;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;6.899;
250057;Algodão de Jandaíra;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
250060;Alhandra;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;16.276;
250073;Amparo;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;1.498;
250077;Aparecida;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.806;
250080;Araçagi;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;8.188;
250090;Arara;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;10.429;
250100;Araruna;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;11.057;7.880
250110;Areia;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;13.726;
250115;Areia de Baraúnas;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;953;
250120;Areial;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
250130;Aroeiras;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
250150;Bananeiras;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;5.266;
250157;Barra de Santana;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;891;
250160;Barra de Santa Rosa;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;9.491;
250170;Barra de São Miguel;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
250180;Bayeux;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;77.843;8.793
250190;Belém;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;15.553;
250200;Belém do Brejo do Cruz;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;5.130;
250205;Bernardino Batista;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
250210;Boa Ventura;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.357;
250215;Boa Vista;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.861;
250220;Bom Jesus;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;1.811;
250230;Bom Sucesso;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.158;
250240;Bonito de Santa Fé;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;9.026;
250250;Boqueirão;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;11.319;
250280;Brejo do Cruz;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;10.100;
250290;Brejo dos Santos;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;5.097;
250300;Caaporã;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;9.498;
250310;Cabaceiras;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.463;
250320;Cabedelo;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;65.634;13.074
250330;Cachoeira dos Índios;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.981;
250340;Cacimba de Areia;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;1.869;
250350;Cacimba de Dentro;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;10.615;
250355;Cacimbas;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
250360;Caiçara;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;5.860;
250370;Cajazeiras;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;61.431;9.287
250375;Cajazeirinhas;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;1.513;397
250380;Caldas Brandão;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;5.342;
250390;Camalaú;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4.292;355
250400;Campina Grande;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;405.072;357.612
250403;Capim;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.101;
250407;Caraúbas;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;1.918;
250410;Carrapateira;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
250415;Casserengue;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.210;
250420;Catingueira;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.358;
250430;Catolé do Rocha;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;22.542;5.803
250435;Caturité;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;1.891;
250440;Conceição;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;13.106;
250450;Condado;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;6.181;
250460;Conde;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;13.311;
250470;Congo;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.314;
250485;Coxixola;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;1.040;
250490;Cruz do Espírito Santo;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;6.233;
250500;Cubati;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5.682;645
250510;Cuité;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
250523;Cuité de Mamanguape;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.223;
250520;Cuitegi;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;6.821;
250535;Damião;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
250540;Desterro;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
250560;Diamante;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.491;
250570;Dona Inês;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
250580;Duas Estradas;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.435;
250590;Emas;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.346;
250600;Esperança;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;20.481;
250610;Fagundes;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;6.067;
250620;Frei Martinho;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.144;
250625;Gado Bravo;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
250630;Guarabira;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;57.361;33.757
250640;Gurinhém;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;7.334;
250650;Gurjão;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.282;
250660;Ibiara;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.083;
250260;Igaracy;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.829;
250670;Imaculada;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.887;
250680;Ingá;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;12.808;
250690;Itabaiana;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;18.119;
250700;Itaporanga;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;18.267;5.892
250720;Itatuba;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;6.008;
250730;Jacaraú;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;8.548;
250740;Jericó;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.129;
250750;João Pessoa;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;791.438;599.226
251365;Joca Claudino;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;880;
250760;Juarez Távora;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;7.158;
250770;Juazeirinho;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;8.442;
250790;Juripiranga;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;7.227;
250800;Juru;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;5.075;
250810;Lagoa;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.380;
250820;Lagoa de Dentro;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.752;
250830;Lagoa Seca;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;11.461;475
250840;Lastro;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;1.614;
250850;Livramento;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.238;
250855;Logradouro;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.061;
250860;Lucena;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;12.804;
250880;Malta;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;5.481;
250900;Manaíra;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;7.797;
250910;Mari;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;15.269;
250915;Marizópolis;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;5.665;
250920;Massaranduba;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.230;
250933;Matinhas;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;833;
250937;Mato Grosso;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;798;
250939;Maturéia;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.805;
250940;Mogeiro;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;2.871;
250950;Montadas;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
250960;Monte Horebe;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.421;
250970;Monteiro;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;24.337;19.189
250980;Mulungu;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;5.828;
250990;Natuba;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.447;
251000;Nazarezinho;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
251010;Nova Floresta;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
251020;Nova Olinda;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;3.841;
251030;Nova Palmeira;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;;
251040;Olho D ÁGUA;PB;Nordeste    ;2015;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Água         ;Sociedade de economia mista com administração pública;4.483;
